use_brille=False
         38579640 function calls (38556996 primitive calls) in 6153.234 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      121    0.002    0.000    0.351    0.003 c:\users\mll13652\documents\pace_project\euphonic\euphonic\qpoint_phonon_modes.py:43(__init__)
        1    0.029    0.029    0.328    0.328 c:\users\mll13652\documents\pace_project\euphonic\euphonic\qpoint_phonon_modes.py:296(calculate_debye_waller)
      378    0.001    0.000    0.326    0.001 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\plain\quantity.py:1146(__truediv__)
 1145/871    0.300    0.000    0.317    0.000 {built-in method _operator.truediv}
    11047    0.007    0.000    0.314    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\plain\quantity.py:1130(__mul__)
    46/16    0.000    0.000    0.311    0.019 <frozen importlib._bootstrap>:986(_find_and_load)
    46/16    0.000    0.000    0.310    0.019 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
      120    0.009    0.000    0.310    0.003 c:\users\mll13652\documents\pace_project\euphonic\euphonic\util.py:261(<dictcomp>)
    39/16    0.000    0.000    0.306    0.019 <frozen importlib._bootstrap>:650(_load_unlocked)
    21104    0.048    0.000    0.302    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\threadpoolctl.py:680(_make_controller_from_path)
    64/17    0.000    0.000    0.290    0.017 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
      855    0.277    0.000    0.277    0.000 {method 'argsort' of 'numpy.ndarray' objects}
      364    0.012    0.000    0.271    0.001 c:\users\mll13652\documents\pace_project\euphonic\euphonic\crystal.py:106(reciprocal_cell)
     6225    0.251    0.000    0.252    0.000 {built-in method numpy.asarray}
      374    0.001    0.000    0.249    0.001 <__array_function__ internals>:177(copyto)
37938/37911    0.022    0.000    0.247    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
      122    0.001    0.000    0.237    0.002 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\numpy\core\numeric.py:149(ones)
    33/14    0.000    0.000    0.234    0.017 <frozen importlib._bootstrap_external>:837(exec_module)
      120    0.002    0.000    0.222    0.002 c:\users\mll13652\documents\pace_project\euphonic\euphonic\powder.py:325(_qpts_cart_to_frac)
    84809    0.105    0.000    0.217    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\util.py:816(__new__)
    19/13    0.000    0.000    0.216    0.017 {built-in method builtins.__import__}
       39    0.000    0.000    0.211    0.005 <frozen importlib._bootstrap>:549(module_from_spec)
        6    0.000    0.000    0.209    0.035 <frozen importlib._bootstrap_external>:1164(create_module)
        6    0.209    0.035    0.209    0.035 {built-in method _imp.create_dynamic}
    34/15    0.000    0.000    0.202    0.013 {built-in method builtins.exec}
    37306    0.041    0.000    0.192    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\plain\registry.py:645(_get_dimensionality)
        1    0.000    0.000    0.189    0.189 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\pyplot.py:334(_warn_if_gui_out_of_main_thread)
        3    0.000    0.000    0.189    0.063 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\pyplot.py:197(_get_backend_mod)
      6/1    0.000    0.000    0.189    0.189 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\pyplot.py:211(switch_backend)
        5    0.000    0.000    0.185    0.037 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\importlib\__init__.py:109(import_module)
        5    0.000    0.000    0.185    0.037 <frozen importlib._bootstrap>:1002(_gcd_import)
        1    0.000    0.000    0.175    0.175 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\backend_bases.py:3498(new_figure_manager)
        1    0.000    0.000    0.174    0.174 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\backend_bases.py:3507(new_figure_manager_given_figure)
        1    0.000    0.000    0.174    0.174 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\backend_bases.py:1692(new_manager)
        1    0.000    0.000    0.174    0.174 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\backends\_backend_tk.py:452(create_with_canvas)
2756/2108    0.020    0.000    0.151    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\pint_eval.py:130(build_eval_tree)
    18532    0.026    0.000    0.148    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\nonmultiplicative\registry.py:122(_validate_and_extract)
   676624    0.097    0.000    0.144    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.142    0.142 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\backends\backend_tkagg.py:1(<module>)
        1    0.000    0.000    0.140    0.140 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\backends\_backend_tk.py:1(<module>)
    21106    0.008    0.000    0.132    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\ntpath.py:214(basename)
    32238    0.024    0.000    0.131    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\util.py:878(to_units_container)
     9728    0.015    0.000    0.127    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\compat.py:32(tokenizer)
    21228    0.076    0.000    0.126    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\ntpath.py:180(split)
3392/2108    0.005    0.000    0.125    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\pint_eval.py:89(evaluate)
    11628    0.015    0.000    0.124    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\nonmultiplicative\registry.py:56(_parse_units)
    30764    0.031    0.000    0.123    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\util.py:671(__eq__)
        1    0.000    0.000    0.111    0.111 c:\users\mll13652\documents\pace_project\euphonic\euphonic\cli\utils.py:168(matplotlib_save_or_show)
        1    0.000    0.000    0.111    0.111 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\pyplot.py:941(savefig)
        1    0.000    0.000    0.111    0.111 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\figure.py:3154(savefig)
        1    0.000    0.000    0.111    0.111 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\backend_bases.py:2213(print_figure)
     22/3    0.000    0.000    0.111    0.037 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\_api\deprecation.py:379(wrapper)
        1    0.000    0.000    0.111    0.111 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\backend_bases.py:2204(<lambda>)
        1    0.000    0.000    0.111    0.111 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\backends\backend_agg.py:471(print_png)
        1    0.000    0.000    0.111    0.111 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\backends\backend_agg.py:461(_print_pil)
    11628    0.025    0.000    0.109    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\plain\registry.py:1072(_parse_units)
    75946    0.072    0.000    0.109    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\util.py:433(__eq__)
    18532    0.018    0.000    0.107    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\nonmultiplicative\registry.py:124(<listcomp>)
