ForceConstants data was loaded
Setting up dimensions...
Sampling 120 |q| shells between 0.0 1/Å and 3.0 1/Å
Final npts: 20000
Plotting figure: max intensity 2.212442256582971 1/meV
Saved plot to /mnt/ceph/home/rf1076209/brille-performance/tmp.png
ForceConstants data was loaded
Generating grid...
Grid generated with 13753 q-points. Calculating frequencies/eigenvectors...
Filling grid...
Setting up dimensions...
Sampling 120 |q| shells between 0.0 1/Å and 3.0 1/Å
Final npts: 20000
Plotting figure: max intensity 2.2124422565830226 1/meV
Saved plot to /mnt/ceph/home/rf1076209/brille-performance/tmp.png
         58258333 function calls (58192505 primitive calls) in 556.105 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1055    0.026    0.000    0.048    0.000 font_manager.py:736(__hash__)
      231    0.026    0.000    0.026    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
     2378    0.026    0.000    0.093    0.000 artist.py:52(_stale_axes_callback)
      391    0.026    0.000    0.106    0.000 typing.py:613(_remove_dups_flatten)
      355    0.025    0.000    0.200    0.001 _util.py:299(getfullargspec_no_self)
     9636    0.025    0.000    0.025    0.000 deprecation.py:399(<genexpr>)
      480    0.024    0.000    0.055    0.000 shape_base.py:1171(tile)
     9272    0.024    0.000    0.024    0.000 {method 'strip' of 'str' objects}
     3212    0.024    0.000    0.837    0.000 registry.py:1301(_parse_units)
     4097    0.024    0.000    0.518    0.000 einsumfunc.py:997(einsum)
     3388    0.024    0.000    0.024    0.000 {method 'astype' of 'numpy.ndarray' objects}
     9260    0.024    0.000    0.024    0.000 artist.py:189(axes)
     1010    0.024    0.000    0.041    0.000 __init__.py:2219(_check_isinstance)
     3518    0.024    0.000    0.039    0.000 _asarray.py:86(asanyarray)
     4548    0.024    0.000    0.033    0.000 quantity.py:1650(<genexpr>)
     1738    0.024    0.000    0.092    0.000 util.py:483(__pow__)
      246    0.023    0.000    0.224    0.001 typing.py:922(__new__)
     8751    0.023    0.000    0.023    0.000 {method 'isidentifier' of 'str' objects}
     1249    0.023    0.000    0.141    0.000 formatting.py:120(formatter)
  877/876    0.023    0.000    0.399    0.000 <frozen importlib._bootstrap_external>:1117(_get_spec)
      387    0.023    0.000    0.108    0.000 abc.py:132(__new__)
     4896    0.023    0.000    0.032    0.000 inspect.py:2781(<genexpr>)
     4552    0.023    0.000  103.066    0.023 numpy_func.py:107(<genexpr>)
     2392    0.022    0.000    0.040    0.000 tokenize.py:385(find_cookie)
     7680    0.022    0.000    0.022    0.000 {method 'rpartition' of 'str' objects}
     2381    0.022    0.000    0.095    0.000 quantity.py:1945(_get_non_multiplicative_units)
     6250    0.022    0.000    0.022    0.000 util.py:302(copy)
      244    0.022    0.000    0.645    0.003 std.py:355(format_meter)
     5029    0.022    0.000    0.030    0.000 validate.py:46(<genexpr>)
     4552    0.022    0.000    0.031    0.000 numpy_func.py:919(<genexpr>)
     3914    0.022    0.000    0.022    0.000 {built-in method numpy.empty}
     4326    0.022    0.000    0.077    0.000 _collections_abc.py:701(__len__)
      122    0.022    0.000    0.200    0.002 validate.py:104(_ensure_contiguous_attrs)
   897/11    0.022    0.000   10.306    0.937 <frozen importlib._bootstrap>:966(_find_and_load)
      877    0.021    0.000    0.066    0.000 copy.py:66(copy)
        1    0.021    0.021    0.021    0.021 _cm_listed.py:1(<module>)
     1518    0.021    0.000  207.602    0.137 numpy_func.py:905(numpy_wrap)
     7846    0.021    0.000    0.021    0.000 fromnumeric.py:2100(_sum_dispatcher)
     8117    0.021    0.000    0.021    0.000 {built-in method builtins.callable}
     1708    0.021    0.000    0.211    0.000 validate.py:155(<genexpr>)
      712    0.020    0.000    0.253    0.000 <frozen importlib._bootstrap_external>:743(get_code)
     1796    0.020    0.000    0.046    0.000 posixpath.py:64(isabs)
     7188    0.020    0.000    0.020    0.000 {method 'partition' of 'str' objects}
     3674    0.020    0.000    0.029    0.000 artist.py:332(pchanged)
     3554    0.020    0.000    0.046    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
      617    0.020    0.000    0.734    0.001 util.py:587(from_string)
     2553    0.020    0.000    0.378    0.000 registry.py:1264(<lambda>)
   845/13    0.020    0.000   10.293    0.792 <frozen importlib._bootstrap>:651(_load_unlocked)
     1820    0.020    0.000    0.061    0.000 _weakrefset.py:58(__iter__)
     7731    0.020    0.000    0.020    0.000 {method 'add' of 'set' objects}
     2863    0.020    0.000    2.028    0.001 quantity.py:604(_convert_magnitude_not_inplace)
     6959    0.019    0.000    0.019    0.000 converters.py:18(is_multiplicative)
     7272    0.019    0.000    0.019    0.000 multiarray.py:311(where)
     2387    0.019    0.000    0.545    0.000 inspect.py:595(getdoc)
     3562    0.019    0.000    0.029    0.000 <frozen importlib._bootstrap>:843(__enter__)
     1518    0.019    0.000    0.041    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
     3214    0.019    0.000    0.787    0.000 inspect.py:2992(bind)
      836    0.019    0.000    0.024    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
     2714    0.019    0.000    0.028    0.000 util.py:185(is_consecutive)
     3562    0.019    0.000    0.029    0.000 <frozen importlib._bootstrap>:847(__exit__)
     2381    0.019    0.000    0.054    0.000 quantity.py:1948(<listcomp>)
     7110    0.019    0.000    0.019    0.000 {built-in method _stat.S_ISLNK}
     4769    0.019    0.000    0.019    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        4    0.019    0.005    0.035    0.009 codata.py:1498(parse_constants_2002to2014)
     7020    0.018    0.000    0.018    0.000 {method 'group' of '_sre.SRE_Match' objects}
     7044    0.018    0.000    0.018    0.000 inspect.py:2817(parameters)
     2529    0.018    0.000    0.048    0.000 typing.py:646(<genexpr>)
      866    0.018    0.000    0.018    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
     2232    0.018    0.000    0.098    0.000 validate.py:52(<genexpr>)
      352    0.018    0.000    0.018    0.000 {built-in method builtins.compile}
     6704    0.018    0.000    0.018    0.000 util.py:784(_is_dim)
     3032    0.018    0.000    0.026    0.000 util.py:1017(iterable)
     2194    0.018    0.000    0.043    0.000 re.py:169(match)
        2    0.018    0.009  545.860  272.930 powder_map_profile.py:45(powder_map_and_time)
     1698    0.017    0.000    1.315    0.001 {built-in method fromkeys}
     6329    0.017    0.000    0.017    0.000 {method 'values' of 'mappingproxy' objects}
     4970    0.017    0.000    0.017    0.000 {method 'insert' of 'list' objects}
     5236    0.017    0.000    0.017    0.000 pint_eval.py:49(__init__)
      243    0.017    0.000    0.548    0.002 qpoint_frequencies.py:37(__init__)
       12    0.017    0.001    0.290    0.024 artist.py:1337(get_setters)
     5522    0.017    0.000    0.018    0.000 {method 'update' of 'dict' objects}
   891/11    0.017    0.000   10.305    0.937 <frozen importlib._bootstrap>:936(_find_and_load_unlocked)
     5247    0.017    0.000    0.017    0.000 {method 'values' of 'dict' objects}
     3490    0.017    0.000    0.017    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
     3032    0.017    0.000    0.026    0.000 util.py:1039(sized)
      712    0.017    0.000    0.032    0.000 <frozen importlib._bootstrap_external>:430(_validate_bytecode_header)
     1831    0.017    0.000    0.059    0.000 {built-in method builtins.all}
